NN;lex_rus;lang;class;lex_nd;first_cons;cons_type_old;cons_type;CL_SG;final_cons;fin_cons_type;POST_SG;first_vowel;vowel_type;lex_rus_sem;compound;semantics_KK;semantics_KK_detailed;;;;;
313;kuznetchnyj mekh;lak;3;purš;p;labial;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;arch;4;pu1ršːəq1at;p;labial;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;rutl;4;kuruk;k;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;tsah;3;k'ɨra;k';plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;tsahg;3;k'ura;k';plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;tsahc;3;k'ɨra;k';plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;kryz;3;xusxusi;x;fricative.post;fricative.post;NA;vowel;NA;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;kryz;3;kuskusi;k;plosive.post;plosive.post;NA;vowel;NA;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;bud;4;kurug;k;plosive.post;plosive.post;NA;g;plosive.post;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
313;kuznetchnyj mekh;hin;4;kuruk;k;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;and;5;χuc'u;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;cham;3;χic'ʷ;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;chamg;3;χizu;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;inh;3;kic'u;k;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;tsez;3;χoc'u;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;gin;3;χoc'u;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;bezht;3;χac'o;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;bezhh;3;χac'o;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;gunz;3;χɵ̃c'ə;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;lak;3;qː1ac'a;qː;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;arch;3;χac'i;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;rutl;4;ɢ1ac';ɢ;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;tsah;4;maše;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;tsahg;4;mašä;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;tsahc;4;mašːe;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;kryz;4;mešě;m;nasal;labial;NA;vowel;NA;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;bud;4;mašə;m;nasal;labial;NA;vowel;NA;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
314;schiptsy dlja uglej;hin;3;maša;m;nasal;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';and;4;raχːasːi;r;liquid;liquid;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';cham;5;χaχã;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';chamg;5;χaχan;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';inh;4;raχasi;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';tsez;4;ʁuʁudi;ʁ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';gin;4;reχu;r;liquid;liquid;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';bezht;4;raχas;r;liquid;liquid;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';bezhh;5;žäč'ö;ž;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';gunz;4;raχas;r;liquid;liquid;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';lak;4;šinzir;š;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';arch;4;daχːəzi;d;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';rutl;3;zinǯir;z;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';tsah;3;zɨnǯɨr;z;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';tsahg;3;zɨnǯir;z;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';tsahc;3;zinǯɨr;z;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';kryz;4;zanǯir;z;anterior;anterior;NA;r;liquid;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';bud;4;zinǯer;z;anterior;anterior;NA;r;liquid;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
315;tsep';hin;4;zinǯir;z;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';and;5;č'omu;č';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';cham;5;atʷ;NA;NA;NA;NA;;;;a;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';chamg;5;atu;NA;NA;NA;NA;;;;a;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';inh;3;ʕatu;ʕ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';tsez;2;calu;c;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';gin;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';bezht;3;iɬo;NA;NA;NA;NA;;;;i;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';bezhh;5;iʟo;NA;NA;NA;NA;;;;i;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';gunz;5;ilu;NA;NA;NA;NA;;;;i;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';lak;3;nuːč'ʷa;n;nasal;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';arch;3;mač'a č'ele;m;nasal;labial;NA;;;;;;"""temnyj kamen'""";1;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';rutl;3;čaχmaχad duχul;č;anterior;anterior;NA;;;;;;"""krecala kamen'""";1;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';tsah;4;čaχmaχ;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';tsahg;4;čaχmaχ;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';tsahc;4;čaχmaχ;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';kryz;4;čěχmäχǯi dahar;č;anterior;anterior;NA;r;liquid;0;;;"""čěχmäχǯi + kamen'""";1;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';kryz;4;čěχmäχ;č;anterior;anterior;NA;χ;fricative.post;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';bud;3;čaɢmaɢǯu ɢaje;č;anterior;anterior;NA;vowel;NA;0;;;"""čaɢmaɢǯu + kamen'""";1;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
316;kremen';hin;4;čaχmaʁ;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;and;5;sːek'u;sː;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;cham;3;sek'ʷ;s;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;chamg;5;sek'u;s;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;inh;3;žok'o;ž;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;tsez;3;šok'u;š;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;gin;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;bezht;3;sak'o;s;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;bezhh;3;sak'o;s;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;gunz;3;bodol;b;labial;labial;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;lak;3;jaxːʷi;j;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;arch;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;rutl;4;c'ɨmes // c'ümes;c';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;tsah;3;c'imis;c';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;tsahg;3;c'imes;c';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;tsahc;3;c'imis;c';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;kryz;4;pɨst;p;labial;labial;NA;t;anterior;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;bud;4;qo;q;plosive.post;plosive.post;NA;vowel;NA;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
317;trut;hin;4;quː;q;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;and;4;qiru;q;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;cham;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;chamg;5;χanu;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;inh;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;tsez;2;agdori;NA;NA;NA;NA;;;;a;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;gin;2;aknu;NA;NA;NA;NA;;;;a;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;bezht;5;äčün;NA;NA;NA;NA;;;;ä;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;bezhh;5;äčün;NA;NA;NA;NA;;;;ä;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;gunz;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;lak;3;bajlaχːi;b;labial;labial;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;arch;4;e1čon;NA;NA;NA;NA;;;;e1;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;rutl;3;jiχal;j;anterior;anterior;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;tsah;3;wɨžena;w;labial;labial;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;tsahg;3;wužana;w;labial;labial;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;tsahc;3;wužana;w;labial;labial;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;kryz;NA;NA;NA;NA;NA;NA;;;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;bud;NA;NA;NA;NA;NA;NA;;;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (a) plockoe;hin;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;and;4;inkʷa;NA;NA;NA;NA;;;;i;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;cham;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;chamg;3;čarχ;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;inh;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;tsez;2;čerχi;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;gin;2;čarχi;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;bezht;4;čäräχ;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;bezhh;4;čärχ;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;gunz;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;lak;4;nih;n;nasal;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;arch;4;čarχ;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;rutl;3;čarχ;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;tsah;4;čarχ;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;tsahg;4;čarχ;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;tsahc;4;čarχ;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;kryz;NA;NA;NA;NA;NA;NA;;;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;bud;NA;NA;NA;NA;NA;NA;;;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo (b) krugloe;hin;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;and;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;cham;5;χanʷ;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;chamg;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;inh;5;akit'el;NA;NA;NA;NA;;;;a;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;tsez;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;gin;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;bezht;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;bezhh;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;gunz;5;ãčun;NA;NA;NA;NA;;;;ã;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;lak;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;arch;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;rutl;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;tsah;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;tsahg;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;tsahc;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;kryz;3;χart;χ;fricative.post;fricative.post;NA;t;anterior;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;bud;3;χort;χ;fricative.post;fricative.post;NA;t;anterior;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
318;totchilo;hin;4;qart;q;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;and;5;gama;g;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;cham;4;kʷah;kʷ;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;chamg;4;kohi;k;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;inh;3;χ1upa;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;tsez;4;ʜuk';ʜ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;gin;4;χuk';χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;bezht;3;ɬürä;ɬ;liquid;liquid;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;bezhh;3;ɬürä;ɬ;liquid;liquid;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;bezhh;3;c'oro;c';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;gunz;3;qut'e;q;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;lak;3;k'ič'ala;k';plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;arch;4;χ1it;χ;fricative.post;fricative.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;rutl;4;t'urč;t';anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;rutl;4;dulče;d;anterior;anterior;1;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;tsah;3;čemče;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;tsahg;3;čemčä;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;tsahc;3;čomče;č;anterior;anterior;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;kryz;3;kovčä;k;plosive.post;plosive.post;NA;vowel;NA;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;bud;3;čemče;č;anterior;anterior;NA;vowel;NA;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
319;tcherpak;hin;3;faraš q'am;f;labial;labial;NA;;;;;;"""bol'shaja lozhka""";1;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;and;5;q'innilaχːub;q';plosive.post;plosive.post;NA;;;;;;kompaund?;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;cham;4;χinč'-baq'ʷ;χ;fricative.post;fricative.post;NA;;;;;;kompaund?;1;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;chamg;4;χinč'i-baxːur;χ;fricative.post;fricative.post;NA;;;;;;kompaund?;1;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;inh;4;kʷaraχe;kʷ;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;tsez;4;kʷaraʜi;kʷ;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;gin;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;bezht;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;bezhh;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;gunz;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;lak;3;kawkil;k;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;arch;3;ha1nkːur-tːik'i;h;fricative.post;fricative.post;NA;;;;;;kompaund?;1;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;rutl;4;palankaš;p;labial;labial;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;tsah;3;kawkur;k;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;tsahg;3;kawkur;k;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;tsahc;3;kawkur;k;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;kryz;4;käpkir;k;plosive.post;plosive.post;NA;r;liquid;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;bud;4;kepkir;k;plosive.post;plosive.post;NA;r;liquid;0;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
320;shumovka;hin;3;kefkir;k;plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
321;lozhka (a) metallitcheckaja;and;5;arkom;NA;NA;NA;NA;;;;a;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
321;lozhka (a) metallitcheckaja;cham;3;abik' // abik'ʷ;NA;NA;NA;NA;;;;a;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
321;lozhka (a) metallitcheckaja;chamg;3;abik'(i);NA;NA;NA;NA;;;;a;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
321;lozhka (a) metallitcheckaja;inh;NA;NA;NA;NA;NA;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
321;lozhka (a) metallitcheckaja;tsez;4;k'owzi;k';plosive.post;plosive.post;NA;;;;;;;0;instr;orudija, inctrumenty, vcpomogatel'nye materialy;;;;;
